,Nome,Categoria,Link,Persone/Pezzi,Ingredienti,Steps
28,Gnocchi alla romana,Primi piatti,https://ricette.giallozafferano.it/Gnocchi-alla-romana.html,5,"[['Semolino', '250g'], ['Latte intero', '1l'], ['Burro', '100g'], ['Tuorli', '2'], ['Parmigiano Reggiano DOP', '100g'], ['Pecorino', '40g'], ['Sale fino', '7g'], ['Noce moscata', 'q.b.']]","Per preparare gli gnocchi alla romana, ponete il latte in un tegame sul fuoco, e aggiungete una noce di burro (circa 30 g della dose totale), il sale e un pizzico noce moscata mescolando energicamente con una frusta, per evitare la formazione di grumi.Cuocete il composto a fuoco basso per qualche minuto, fino a che non si sarà addensato Unite anche il parmigiano A questo punto versate metà dell'impasto ancora bollente su un foglio di carta forno e utilizzando le mani, dategli una forma cilindrica Per non scottarvi troppo potete passare le mani sotto l'acqua fredda. Una volta ottennuto un cilindro uniforme, avvolgetelo nella carta forno Ripetete la stessa operazione per la seconda metà dell'impasto tenuto da parte e riponete i due rotoli Una volta raffreddato, otterrete un impasto compatto e con un coltello riuscirete ad ottenere dei dischi perfetti Per facilitarvi nel taglio consigliamo di inumidire la lama con dell'acqua. Una volta ottenuti circa 40 pezzi disponeteli su una teglia precedentemente imburrata Spolverizzate la superficie con il pecorino romano "
29,Risotto alla zucca,Primi piatti,https://ricette.giallozafferano.it/Risotto-alla-zucca.html,4,"[['Riso Carnaroli', '320g'], ['Zucca', '600g'], ['Cipolle ramate', '100g'], ['Brodo vegetale', '5l'], ['Parmigiano Reggiano DOP', '80g'], ['Vino bianco', '60g'], ['Burro', '50g'], ['Pepe nero', 'q.b.'], ['Sale fino', 'q.b.'], [""Olio extravergine d'oliva"", '20g']]","Per cucinare il risotto alla zucca, cominciate preparando un brodo vegetale leggero, che utilizzerete per portare il riso a cottura. Tagliate le verdure, mettetele in una casseruola capiente, coprite con acqua e regolate di sale Coprite con un coperchio, portate a ebollizione e fate cuocere per circa 1 ora. Filtrate il brodo (2-3) e tenetelo in caldo.Passate quindi alla zucca: pulitela, tagliatela a fettine Tritate finemente la cipolla e ponetela in un tegame largo in cui avrete fatto scaldare l’olio Lasciate soffriggere la cipolla a fuoco dolcissimo per circa 10 minuti, fino a quando non risulterà così tenera da sciogliersi A quel punto aggiungete la zucca Cominciate poi ad aggiungere un mestolo di brodo e aggiungetene altro, poco a poco fino a portare a cottura la zucca (circa 20 minuti): dovrà risultare ben tenera e cremosa A parte, scaldate una larga padella e buttatevi il riso per farlo tostare Utilizziamo il metodo a secco perché la tostatura del riso, indispensabile perché poi i chicchi tengano la cottura, non può avvenire in un ambiente umido come quello creatosi nel tegame con la zucca.Mescolate bene per amalgamare i sapori ed impedire al riso di attaccarsi Appena il risotto comincia ad asciugarsi, aggiungete un mestolo di brodo ben caldo e proseguite via via aggiungendo il successivo solo quando il precedente sarà stato assorbito, fino al raggiungimento del giusto grado di cottura. Ci vorranno 15-20 minuti a seconda del riso utilizzato. Verso fine cottura regolate di pepe e di sale Infine, a fuoco spento, mantecate con il burro e il parmigiano grattugiato Amalgamate con cura quindi aggiungete un ultimo mestolo raso di brodo se preferite un risotto più cremoso (“all’onda”). Lasciate rapprendere un minuto prima di impiattare e gustare "
30,Sachertorte,Dolci,https://ricette.giallozafferano.it/Sacher-torte.html,8,"[['Cioccolato fondente al 60%', '75g'], ['Tuorli', '60g'], ['Albumi', '90g'], ['Burro', '65g'], ['Farina 00', '65g'], ['Zucchero a velo', '20g'], ['Zucchero', '90g'], ['Baccello di vaniglia', '1'], ['Sale fino', '1pizzico'], ['Confettura di albicocche', '150g'], ['Cioccolato fondente al 60%', '185g'], ['Panna fresca liquida', '35125g']]","Per preparare la Sachertorte come prima cosa trasferite il cioccolato in piccoli pezzi in una bastardella Se preferite potete sciogliere il cioccolato in microonde azionandolo pochi secondi per volta e mescolando ad ogni interruzione in modo da non bruciare il cioccolato. Nel frattempo ponete nella ciotola di una planetaria il burro morbido, lo zucchero a velo e un pizzico di sale Aggiungete anche i semi del baccello di vaniglia Versate poi i tuorli leggermente sbattuti in due volte fino ad ottenere un composto uniforme Versate poi gli albumi nella ciotola di una planetaria e iniziate a montarli a velocità alta Non appena saranno bianchi e spumosi (quando inizieranno a ""salire"") versate pian piano anche lo zucchero semolato, sempre poco alla volta Gli albumi non dovranno essere montati a neve fermissima, ma dovrete fermarvi qualche istante prima Aggiungete poi anche la farina già setacciata fino ad ottenere un composto liscio ed uniforme Imburrate e infarinate uno stampo da 18 cm di diametro, poi versate il composto all'interno, livellate la superficie Disponete circa metà dose di confettura di albicocche all'interno Ricoprite con il secondo disco aggiungete altra confettura in superficie Ponete la panna in un pentolino e portatela a sfiorare il bollore Mescolate con una frusta fino a che il cioccolato sarà completamente sciolto e ben amalgamato Trasferite poi la ganache all'interno di una ciotola aiutandovi con una spatola e sbattendola delicatamente sul piano in modo da ricoprire sia la superficie che i bordi e lisciarla allo stesso tempo Per risultare liscia e lucida la ganache deve avere una temperatura di circa 40°. A questo punto ponete a rassodare in frigorifero ( a +4°) per circa 20 minuti Poi trasferite la torta sacher su un piatto da portata "
31,Biscotti al miele,Dolci,https://ricette.giallozafferano.it/Biscotti-al-miele.html,50,"[['Burro', '100g'], ['Miele', '50g'], ['Uova', '2'], ['Cannella in polvere', '1cucchiaino'], ['Chiodi di garofano macinati', '½'], ['Zucchero', '150g'], ['Lievito in polvere per dolci', '5g'], ['Farina 00', '350g'], ['Acqua', 'q.b.'], ['Zucchero a velo', 'q.b.'], ['Codetta', 'q.b.']]","Per preparare i biscotti al miele, iniziate ponendo in una ciotola capiente (o sopra una spianatoia), 300 g di farina a fontana (restate indietro di una 50ina di g e regolatevi se vi servirà successivamente), lo zucchero, il burro, il miele (meglio di tipo più compatto) le due uova, le spezie e il lievito Se l'impasto dovesse risultare troppo molle e appiccicoso (a causa della tipologia di miele utilizzata), aggiungete fino a 50 g massimo di farina Avvolgete l’impasto nella pellicola trasparentericavate varie sagome dall’impasto, che a mano a mano adagerete su di una teglia foderata con carta forno, distanziandole di 2-3 cm una dall’altra. Quando avrete riempito la prima teglia, infornatela a 180° per circa 15 minuti (o non appena i bordi dei biscotti cominceranno a colorirsi leggermente). Nel frattempo preparate la glassa all'acqua, seguendo le indicazioni che trovate Quando i biscotti si saranno raffreddati potete decorarli con la glassa con l'aiuto di un cucchiaino e poi con la codetta o gli zuccherini.Se non gradite particolarmente la glassa sopra i biscotti, in alternativa, prima di infornarli, potete applicare al centro di ognuno di essi mezza mandorla sbucciata, e spennellarli poi interamente con dell’uovo sbattuto, che dopo la cottura, li renderà lucidi ed invitanti. Lasciate asciugare la glassa dei biscotti e poi conservateli in una scatola di latta."
32,Pastiera napoletana,Dolci,https://ricette.giallozafferano.it/Pastiera-napoletana.html,8,"[['Farina 00', '250g'], ['Strutto', '50g'], ['Burro', '50g'], ['Zucchero', '80g'], ['Miele millefiori', '20g'], ['Uova', '60g'], ['Latte intero', '40g'], ['Scorza di limone', '½'], [""Scorza d'arancia"", '½'], ['Sale fino', '1pizzico'], ['Grano cotto', '200g'], ['Latte intero', '80g'], ['Burro', '25g'], ['Scorza di limone', 'q.b.'], [""Scorza d'arancia"", 'q.b.'], ['Sale fino', '1pizzico'], ['Ricotta di pecora', '200g'], ['Zucchero', '180g'], ['Cedro candito', '50g'], ['Miele millefiori', '20g'], ['Uova', '2'], ['Tuorli', '1'], [""Acqua di fiori d'arancio"", 'q.b.'], ['Latte intero', '20g'], [""Scorza d'arancia"", 'q.b.'], ['Scorza di limone', 'q.b.'], ['Zucchero a velo', 'q.b.']]","Per preparare la pastiera cominciate dalla frolla. Sul piano di lavoro setacciate la farina unite un pizzico di sale Formate una fontata, tanto da vedere il piano di lavoro al centro Al centro aggiungete il burro, lo strutto Lavorate a mano i grassi e lo zucchero per farli assorbire Continuando a mescolare unite il miele poi l’uovo e il latte Poi grattugiate la scorza di arancia e di limone Continuate a lavorare gli ingredienti al centro otterrete una sorta di pastella morbida Iniziate quindi a prendere pian piano la farina Dovrete ottenere un panetto per renderlo più omogeneo potete spolverizzare leggermente il piano di lavoro con un po' di farina. Quindi lavorate ancora brevemente il panetto formato per renderlo completamente liscio e omogeneo Coprite con pellicola e fate riposare in frigo per 1 ora Passate alla cottura del grano. In un pentolino versate il grano precotto, aggiungete un pizzico di sale Schiacciate un po’ il grano per renderlo uniforme e bagnate con il latte Unite il burro Potete unire un pezzetto di scorza di arancia e di limone Portate a sfiorare il bollore, ci vorranno pochi minuti: aiutatevi con una forchetta a schiacciare il grano mentre cuoce  e mescolate sempre Una volta portato a sfiorare il bollore, spegnete e trasferite in una pirofila bassa e larga In una ciotola a parte setacciate la ricotta Mescolate fino a ottenere una consistenza morbida e fate riposare in frigo per un’oretta Trascorso il tempo recuperate il composto di grano oramai freddo, eliminate le scorze degli agrumi mescolate brevemente. A questo punto se volete potete frullare pochi secondi con un mixer ad immersione, per ottenere un composto dalla consistenza non eccessivamente rustica Recuperate la ciotola con la ricotta e zucchero, unite il miele mescolate e aggiungete il composto di grano, sempre mescolando per far incorporare In un'altra ciotola rompete le uova e il tuorlo, versate l'acqua di fiori di arancio Unite anche il latte grattugiate un po’ di scorza di limone e d’arancia mescolate bene il tutto Unite questo composto alla crema di ricotta e grano in due o tre volte, continuando a mescolare. Ed ecco pronto il ripieno Riprendete la pasta frolla e suddividete in due parti una più grande dell’altra Stendete la parte più grande con un mattarello e il piano leggermente infarinato Dovrete arrivare ad uno spessore di circa 3 mm. Poi arrotolate la pasta sul mattarello.Srotolate su uno stampo svasato per pastiera da 20 cm (non c’è bisogno di ungere e infarinare) Fate aderire bene al fondo e ai bordi, quindi eliminate la pasta frolla in eccesso passando il mattarello sui bordi Trasferite la crema all’interno, sbattete delicatamente il ruoto sul piano per eliminare eventuali bolle d’aria Tirate la parte avanzata di impasto e realizzate 7 striscioline spesse da 1 a 2 cm Ponete le prime 4 arrivando fino ad oltre il bordo della pastiera, in senso trasversale. Poi sopra le altre 3 per creare il reticolo, arrivando sempre al bordo del ruoto. Eliminate quindi gli eccessi di frolla La pastiera a questo punto è pronta per cuocere in forno statico preriscaldato a 180°, per circa 50-55 minuti sul ripiano più basso del fornoSfornate poi la pastiera napoletana "
33,Chiffon cake,Dolci,https://ricette.giallozafferano.it/Chiffon-cake.html,8,"[['Zucchero', '300g'], ['Farina 00', '290g'], ['Acqua', '200g'], ['Olio di semi di girasole', '120g'], ['Uova', '6'], ['Baccello di vaniglia', '1'], ['Scorza di limone', '1'], ['Lievito in polvere per dolci', '1'], ['Cremor tartaro', '8g'], ['Sale fino', '2g'], ['Zucchero a velo', 'q.b.']]","Per preparare la chiffon cake, iniziate a setacciare la farina in una ciotola insieme al lievito Poi aggiungete lo zucchero extrafine Mescolate con un cucchiaio per amalgamarle al meglio. In un'altra ciotola, separate i tuorli dagli albumi di 6 uova grandi del peso di circa 390-400 g in totale, e tenete da parte gli albumi. Aggiungete ai tuorli l’acqua a temperatura ambiente Poi grattugiate la scorza di un limone non trattato Sbattete il composto con le fruste fino ad ottenere una crema omogenea, non ci sarà bisogno di montarlo. Quindi incorporatelo agli ingredienti secchi (farina, zucchero e lievito), versandolo in una volta sola Mescolate accuratamente con una frusta fino ad ottenere un composto omogeneo e cremoso Lasciate per un momento da parte questo impasto e dedicatevi a montare gli albumi. Versateli nella ciotola di una planetaria Una volta che gli albumi saranno ben montati trasferitene una parte nell'impasto tenuto da parte e mescolate rapidamente con una spatola per stemperare il composto. Aggiungete poi gli albumi rimasti un pò alla volta mescolando sempre con una spatola Ora che l’impasto del dolce è pronto, versatelo delicatamente nello stampo per chiffon cake: noi abbiamo utilizzato uno stampo da 22 cm di diametro del fondo, 26 cm di diametro in superficie e 10 cm di altezza (non dovrà essere imburrato e infarinato) cercando di distribuirlo uniformemente Poi infornate la chiffon cake in forno statico preriscaldato a 160° per circa 60 minuti (per forno ventilato a 150° per 45-50 minuti), posizionando il dolce nella parte bassa del forno. Una volta cotto, sfornatelo Quindi capovolgete lo stampo e poggiatelo sugli appositi piedini La vostra chiffon cake è pronta per essere spolverizzata a piacere con zucchero a velo "
34,Tronchetto di Natale (Buche de Noel),Dolci,https://ricette.giallozafferano.it/Tronchetto-di-Natale-Buche-de-Noel.html,10,"[['Farina 00', '100g'], ['Uova', '5'], ['Zucchero', '140g'], ['Miele', '10g'], ['Sale fino', '1pizzico'], ['Baccello di vaniglia', '1'], ['Panna fresca liquida', '300g'], ['Cioccolato fondente', '300g'], ['Cioccolato fondente', '300g'], ['Zucchero a velo', 'q.b.']]","Per preparare il tronchetto di Natale (Buche de Noel) cominciamo dalla pasta biscotto: iniziate dividendo i tuorli dagli albumi. Sbattete con le fruste i tuorli per qualche minuto assieme a 90 g di zucchero a un pizzico di sale, alla vaniglia e al miele finché non diventano chiari e molto spumosi Con le fruste pulitissime montate poi gli albumi a neve assieme al restante zucchero Ora unite i due composti con una spatola senza smontarli Aggiungete la farina setacciandola direttamente in ciotola incorporate delicatamente con movimenti dal basso verso l'alto Stendete l’impasto su un foglio di carta forno, posto su una leccarda da forno delle dimensioni di 45 x 37 cm, livellatelo con una spatola Infornate in forno statico già caldo a 220° per 6-7 minuti, quando è pronta appoggiatela con tutta la carta forno su di un piano. Spolverizzate la superficie della pasta biscotto con dello zucchero semolato, in modo che non si appiccichi, e sigillatela con della pellicola, ripiegandola anche sotto i lati; lasciate raffreddare Nel frattempo passate alla ganache. Sminuzzate il cioccolato Quando la panna sarà calda, spegnete e versate il cioccolato tritato Mescolate con la frusta per scioglierlo completamente Ora iniziate a montare con uno sbattitore elettrico Lavorate la ganache per 10-15 minuti fino a quando sarà ben montata, capirete che è pronta quando il colore diventerà simile al cioccolato al latte e sarà più soda Quando la pasta biscotto sarà fredda togliete la pellicola e staccate delicatamente la carta forno farcitela con circa metà della ganache montata e distribuitela lasciando 2 cm dai bordi Arrotolate la pasta biscotto delicatamente aiutandovi con la pellicola richiudete le estremità e ponete il rotolo a rassodare in frigo per 1 ora circa insieme alla ganache avanzata Intanto occupatevi della decorazione. Per lasciatelo fondere misurando la temperatura del cioccolato con un termometro da pasticceria, non appena il cioccolato è sciolto e avrà raggiunto la temperatura di 45° trasferite subito in una ciotola e unite i restanti 100g di cioccolato sminuzzato Mescolate finché non si sarà completamente amalgamato: misurate ancora la temperatura che dovrà raggiungere i 29°-31° Trasferite il cioccolato su un foglio di carta forno Successivamente potrete tagliarla a strisce con un coltellino liscio e poi a quadratini Riprendete il rotolo farcito, rifilate i bordi tagliando le due estremità (potete consumarle come ricca merenda oppure posizionarle ai lati, come abbiamo fatto nel tronchetto di Natale innevato) Spalmate la ganache avanzata Per finire adagiate le sfogliette una vicina all’altra Una nevicata di zucchero a velo e il vostro tronchetto di Natale (Buche de Noel) è pronto per essere gustato "
35,Panna cotta,Dolci,https://ricette.giallozafferano.it/Panna-cotta.html,4,"[['Panna fresca liquida', '500g'], ['Baccello di vaniglia', '1'], ['Zucchero', '80g'], ['Gelatina in fogli', '8g']]","Per preparare la panna cotta, per prima cosa mettete a mollo i fogli di gelatina in acqua fredda per 10-15 minuti Incidete il baccello di vaniglia nel senso della lunghezza ed estraete i semini con la punta di un coltello Mettete in un pentolino la panna e versate lo zucchero Aromatizzate con i semi Scaldate a fuoco basso il tutto e quando la panna sfiorerà il bollore, spegnete il fuoco e rimuovete il baccello Quando la gelatina sarà ammorbidita, scolatela senza strizzare eccessivamente immergetela nel pentolino con la panna calda Mescolate fin quando la gelatina non si sarà sciolta completamente; non ci devono essere grumi. A questo riempite 4 stampini della capacità di 150 ml l'uno aiutandovi con un mestolo Una volta riempiti gli stampini Decorate a piacere prima di servire "
36,Cotechino con lenticchie,Secondi piatti,https://ricette.giallozafferano.it/Cotechino-con-lenticchie.html,4,"[['Cotechino precotto', '300g'], ['Lenticchie secche', '300g'], ['Sedano', '1'], ['Carote', '1'], ['Cipolle bianche', '1'], [""Olio extravergine d'oliva"", '35g'], ['Alloro', '3'], ['Rosmarino', '2'], ['Brodo vegetale', '500g'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.']]","Per realizzare il cotechino con le lenticchie per prima cosa ponete in ammollo le lenticchie in acqua fredda per 2 ore Trascorso questo tempo scolatele e sciacquatele sotto l’acqua corrente Nel frattempo cuocete il cotechino seguendo le istruzioni riportate sulla confezione, nel nostro caso andava immerso in acqua fredda e fatto cuocere per circa 20 minuti dal momento dell'ebollizione Ora occupatevi del soffritto: pelate le carote e riducetele a un trito tagliandole prima striscioline e poi a cubetti Fate lo stesso con il sedano poi mondate e tritate anche la cipolla In un tegame versate l’olio di oliva pepate salate e aromatizzate con i rametti di rosmarino e foglie alloro legati insieme con lo spago in questo modo riuscirete a togliere le erbe più facilmente a cottura ultimata. Coprite le lenticchie con il A fine cottura eliminate il mazzetto di aromi Intanto il cotechino sarà giunto a cottura, scolatelo, scartatelo e trasferitelo su un tagliere facendo attenzione a non scottarvi. Spellatelo Servite il piatto di cotechino con le lenticchie ben caldo "
37,Torta della nonna,Dolci,https://ricette.giallozafferano.it/Torta-della-nonna.html,10,"[['Farina 00', '450g'], ['Burro', '200g'], ['Zucchero', '160g'], ['Uova', '2'], ['Scorza di limone', '1'], ['Latte intero', '500g'], ['Zucchero', '100g'], ['Farina 00', '50g'], ['Tuorli', '4'], ['Scorza di limone', '1'], ['Pinoli', '25g'], ['Albumi', 'q.b.'], ['Zucchero a velo', 'q.b.']]","Per realizzare la torta della nonna, per prima cosa preparate la crema pasticcera: in un pentolino versate i tuorli e lo zucchero mescolate con la spatola e poi unite la farina Mescolate ancora fino ad ottenere un composto liscio e denso Versate il latte in un altro pentolino, aromatizzate con la scorza di limone grattugiata poi aggiungetelo tutto e mescolate ancora. Trasferite il pentolino sul fuoco e fate addensare la crema a fuoco moderato girando continuamente fino a quando non sarà densa e cremosa.Trasferite la crema in una ciotola Nel frattempo preparate la frolla: in un mixer mettete la farina e il burro freddo di frigo tagliato a pezzi poi azionate le lame per pochi istanti per ottenere la sabbiatura. Se non avete il mixer potete ""pizzicare"" il burro con la punta delle dita per amalgamarlo bene alla farina. Trasferite il composto sabbioso su una spianatoia e formate una conca al centro, poi versate lo zucchero Grattugiate la scorza di un limone e date alla frolla la forma di un panetto. Appiattite leggermente il panetto e avvolgetelo nella pellicola trasparente poi riponete in frigorifero a rassodare per almeno 30 minuti.Trascorso il tempo di raffreddamento della frolla, stendete l’impasto sul piano di lavoro leggermente infarinato fino a uno spessore di 2-3 mm poi arrotolate la frolla sul mattarello e adagiatela delicatamente all’interno dello stampo Premete con le dita per far aderire bene l’impasto sulla base e sui bordi, poi eliminate l’eccesso Bucherellate la base con i rebbi di una forchetta Impastate nuovamente gli avanzi di frolla e stendete l’impasto sempre a uno spessore di 2-3 mm, poi arrotolate il disco di frolla sul mattarello e srotolatelo sullo stampo per coprire la crema Premete i bordi con le dita per sigillare Spennellate la superficie con poco albume poi cospargete con i pinoli Siete pronti per infornare la torta della nonna Spolverizzate con zucchero a velo e servite la vostra deliziosa torta della nonna "
38,Pandoro,Lievitati,https://ricette.giallozafferano.it/Pandoro.html,8,"[['Farina 00', '35060g'], ['Acqua', '30g'], ['Lievito di birra fresco', '3g'], ['Biga', '90g'], ['Farina 00', '350150g'], ['Zucchero', '45g'], ['Uova', '110g'], ['Lievito di birra fresco', '5g'], ['Miele di acacia', '30g'], ['Baccello di vaniglia', '2'], ['Scorza di limone', '1'], [""Scorza d'arancia"", '1'], ['Farina 00', '350230g'], ['Zucchero', '125g'], ['Acqua', '50g'], ['Uova', '110g'], ['Tuorli', '30g'], ['Burro', '150g'], ['Sale fino', '5g'], ['Burro', 'q.b.'], ['Farina 00', 'q.b.'], ['Zucchero a velo', 'q.b.']]","Per preparare il pandoro fatto in casa, iniziate dalla biga. In una ciotola versate la farina, l’acqua Mescolate con un cucchiaio Lavorate gli ingredienti velocemente con una forchetta o con le mani senza impastare, per ottenere un composto grossolano e non omogeneo. Coprite il composto con pellicola Passate al 1° impasto. Versate la biga nella ciotola di una planetaria dotata di gancio Aggiungete la farina Unite anche il lievito di birra sbiciolato Azionate la planetaria e lasciate lavorare per circa 10 minuti sino ad ottenere un impasto liscio e ben incordato Trasferite l’impasto su un piano date un paio di pieghe e pirlatelo in modo da ottenere una forma sferica poi trasferitelo in una ciotola ampia e alta. Coprite con pellicola Nel frattempo versate in una ciotola il miele di acacia, la scorza grattugiata di limone la scorza grattugiata d'arancia Mescolate bene Conservate a temperatura ambiente sino all'utilizzo. Consigliamo di prepararlo il giorno prima per un aroma maggiore. Trascorso il tempo di maturazione, estraete l'impasto dal frigorifero e lasciatelo ancora per un'ora a temperatura ambiente coperto con pellicola Trascorso questo tempo potete procedere con il 2° impasto. Versate la farina e lo zucchero nella ciotola della planetaria, sempre dotata di gancio Aggiungete l'acqua e il 1° impasto Azionate la planetaria a velocità moderata.Nel frattempo sbattete insieme uova e tuorli, entrambi a temperatura ambiente Quando l'acqua sarà completamente assorbita unitele all'impasto poco per volta Dopo qualche minuto aggiungete il sale Quando le uova sanno ben assorbite aggiungete anche il miele aromatizzato Continuate a lavorare l'impasto a velocità medio-bassa sino a che non si sarà incordato. I tempi di questo passaggio possono variare in base a molti fattori. In ogni caso ogni 10 minuti di lavorazione spegnete la macchina e lasciate riposare l'impasto per 5 minuti prima di lavorarlo ancora per evitare che si scaldi troppo. Quando l'impasto sarà ben incordato Aspettate che il primo pezzetto sia ben assorbito prima di aggiungerne ancora. Quando avrete terminato di aggiungere il burro Trascorsi i 10 minuti azionate la planetaria ancora per pochi secondi. Ora inumiditevi le mani e trasferite l'impasto su un piano leggermente imburrato Realizzate un paio di pieghe Lasciate riposare l'impasto per 5 minuti sul piano senza coprirlo Date ancora due giri di pieghe di rinforzo, come appena fatto, a distanza di 10 minuti l'uno dall'altro Utilizzando un tarocco rigido pirlate l'impasto Dopo aver adagiato l'impasto nello stampo Lasciate lievitare a temperatura ambiente per 4-6 ore sino a che l'impasto non avrà raggiunto il bordo dello stampo Cuocete il pandoro in forno statico preriscaldato a 170° per 55-60 minuti sino a doratura della superficie. Per essere sicuri della cottura potete controllare con un termometro da cucina la temperatura al cuore del pandoro, dovrà raggiungere i 92° per essere cotto al punto giusto. Una volta cotto, sfornate il pandoro Una volta freddo spolverizzate con zucchero a velo "
39,Pizzoccheri alla valtellinese,Primi piatti,https://ricette.giallozafferano.it/Pizzoccheri-alla-valtellinese.html,4,"[['Farina di grano saraceno', '400g'], ['Farina 0', '100g'], ['Acqua', '285g'], ['Burro', '80g'], ['Formaggio latteria', '180g'], ['Grana Padano DOP', '40g'], ['Patate', '240g'], ['Aglio', '2'], ['Verza', '200g'], ['Sale marino integrale', '60g']]","Per preparare i Pizzoccheri, iniziate versando in una ciotola la farina 0 e quella di grano saraceno nelle dosi indicate mescolate bene le due farine Questo farà si che gli amidi del grano saraceno si amalgamino più facilmente.Iniziate a lavorare gli ingredienti a mano nella ciotola trasferite il tutto su una spianatoia leggermente infarinata con farina di grano saraceno Questa fase di lavoro è determinante: l'impasto va maneggiato con cura per ottenere una consistenza il più possibile elastica. Formate una palla Ora, rifilate i bordi Sovrapponetene 3 strisce una sopra l'altra Mettete da parte i primi pizzoccheri ottenuti, quindi proseguite allo stesso modo anche per il resto dell'impasto I ritagli scartati in precedenza possono essere usati per preparare una deliziosa minestra di patate!Potete iniziare a dedicarvi al condimento. Mettete sul fuoco un tegame con 6 lt di acqua; nel frattempo pulite la verza, sfogliandola (con le foglie più esterne potrete realizzare una minestra), tagliatela a metà, quindi a fette eliminate la parte coriacea Passate dunque alle patate: pelatele e tagliatele a fette spesse, quindi in pezzi piuttosto grandi; sarà sufficiente cercare di realizzare pezzi di grandezza uniforme Inanto affettate sottile il formaggio Latteria (è preferibile utilizzarlo a temperatura ambiente) Passati i due minuti di cottura delle patate, unite le verze con l'aiuto del manico di un mestolo di legno, girateli delicatamente per evitare che si attacchino, quindi aggiungete i restanti sempre lentamente a pioggia. Mescolate ancora qualche istante, quindi mentre i pizzoccheri cuociono (dovranno cuocere circa 4 minuti). Tagliate gli spicchi d'aglio in camicia a metà il burro dovrà fondersi e insaporirsi con l'aglio per non trasferire acqua nel tegame che avete scaldato e create un primo strato sul fondo del tegame Senza mescolare mai in queste fasi, distribuite ora uno strato di formaggio Latteria proseguite con un altro strato di pizzoccheri; ripetete ancora il passaggio del formaggio Latteria e proseguite fino a terminare con l'ultimo strato di pizzoccheri e formaggio. Insaporite con il Grana grattugiato e a questo punto procedete come alla maniera delle nonne valtellinesi: poggiate il tegame con i pizzoccheri sopra quello con l'acqua di cottura ancora caldo, proprio per conservare il calore Coprite con un canovaccio noterete che il formaggio si è già sciolto;togliete gli spicchi di aglio "
40,Gateau di patate,Piatti Unici,https://ricette.giallozafferano.it/Gateau-di-patate.html,6,"[['Patate', '500g'], ['Fiordilatte', '100g'], ['Salame napoletano', '50g'], ['Prosciutto cotto', '50g'], ['Parmigiano Reggiano DOP', '2'], ['Uova', '2'], [""Olio extravergine d'oliva"", 'q.b.'], ['Pepe nero', 'q.b.'], ['Sale fino', 'q.b.'], [""Olio extravergine d'oliva"", 'q.b.'], ['Pangrattato', '20g'], ['Parmigiano Reggiano DOP', '30g']]","Per preparare il gateau di patate cominciate lessando queste ultime. Per farlo sciacquatele e versatele in una pentola capiente coprendo con abbondante acqua fredda Trasferite la pentola sul fuoco e, non appena l’acqua sarà in ebollizione, contate circa 30-40 minuti, a seconda della grandezza delle patate. Fate la prova forchetta Infine schiacciatele subito in un recipiente: le patate quando sono calde si disfano con più semplicità  e non presenteranno grumi Nel frattempo tagliate la mozzarella a cubetti Potete in alternativa strizzarla aiutandovi con un canovaccio pulito.Tagliate il salame tipo Napoli a cubetti di circa 1 cm fate lo stesso anche con la fetta di prosciutto cotto A questo punto riprendete le patate appena schiacciate e aggiungete le uova una spolverata di pepe il sale, un filo d'olio Mescolate gli ingredienti (13-14), e quando il composto sarà ben amalgamato potete unire il prosciutto e il salame tipo Napoli a cubetti poi versate nella ciotola anche la mozzarella scolata A questo punto oliate una pirofila quadrata 20x20 cm e spolverizzate con il pangrattato Muovete la teglia per assicurarvi che il pan grattato si distribuisca su tutta la superficie Poi versate il composto aiutandovi con una spatola per livellarlo Spolverizzate la superficie con il pangrattato e il Parmigiano condite ancora con un filo d'olio "
